pl12		56.00		.		.
pl13		93.00		.		.
pl14		85.00		.		.
pl15		66.00		.		.
pl16		74.00		.		.
pl17		196.00		.		.
pl18		160.00		.		.
pl19		107.00		.		.
pl20		52.00		.		.
pl21		185.00		.		.
pl22		119.00		.		.
pl23		181.00		.		.
pl24		172.00		.		.
pl25		187.00		.		.
pl26		57.00		.		.
pl27		120.00		.		.
pl28		132.00		.		.
pl29		61.00		.		.
pl30		135.00		.		.
B1		225.00		.		46.00
B2		69.00		.		47.00
B3		243.00		.		44.00
B4		222.00		.		49.00
B5		236.00		.		40.00
B6		94.00		.		42.00
B7		15.00		.		42.00
B8		68.00		.		40.00
B9		164.00		.		41.00
B10		253.00		.		46.00
B11		212.00		.		49.00
B12		149.00		.		50.00
B13		146.00		.		40.00
B14		127.00		.		43.00
B15		12.00		.		49.00
B16		230.00		.		45.00
B17		276.00		.		44.00
B18		202.00		.		50.00
B19		8.00		.		41.00
B20		146.00		.		44.00
B21		124.00		.		44.00
B22		253.00		.		50.00
B23		211.00		.		45.00
B24		117.00		.		40.00
B25		176.00		.		49.00
B26		61.00		.		50.00
B27		45.00		.		45.00
B28		187.00		.		41.00
B29		117.00		.		42.00
B30		85.00		.		45.00
B31		163.00		.		50.00
B32		171.00		.		45.00
B33		67.00		.		48.00
B34		111.00		.		48.00
B35		2.00		.		47.00
B36		72.00		.		47.00
B37		3.00		.		44.00
B38		71.00		.		46.00
B39		98.00		.		41.00
B40		289.00		.		40.00		;

 set INPOOLARCS := (f1,pl2) , (f1,pl23) , (f1,pl29) , (f2,pl1) , (f2,pl16) , (f3,pl3) , (f3,pl21) , (f3,pl22) , (f3,pl23) , (f3,pl24) , (f4,pl10) , (f4,pl16) , (f5,pl4) , (f5,pl10) , (f5,pl25) , (f5,pl30) , (f6,pl2) , (f6,pl26) , (f6,pl28) , (f6,pl30) , (f7,pl4) , (f7,pl15) , (f7,pl22) , (f8,pl1) , (f8,pl10) , (f8,pl14) , (f8,pl15) , (f8,pl20) , (f8,pl26) , (f8,pl29) , (f8,pl30) , (f9,pl1) , (f9,pl2) , (f9,pl5) , (f9,pl8) , (f9,pl18) , (f9,pl23) , (f9,pl24) , (f9,pl27) , (f9,pl28) , (f9,pl29) , (f10,pl1) , (f10,pl2) , (f10,pl4) , (f10,pl11) , (f10,pl26) , (f10,pl29) , (f11,pl5) , (f11,pl22) , (f11,pl25) , (f11,pl28) , (f12,pl7) , (f12,pl8) , (f12,pl10) , (f12,pl12) , (f12,pl14) , (f12,pl15) , (f12,pl24) , (f12,pl28) , (f13,pl1) , (f13,pl4) , (f13,pl16) , (f13,pl17) , (f13,pl23) , (f14,pl2) , (f14,pl8) , (f14,pl18) , (f14,pl21) , (f14,pl30) , (f15,pl5) , (f15,pl6) , (f15,pl9) , (f15,pl11) , (f15,pl13) , (f15,pl26) , (f15,pl28) , (f16,pl3) , (f16,pl13) , (f16,pl15) , (f16,pl16) , (f16,pl28) , (f16,pl29) , (f16,pl30) , (f17,pl8) , (f17,pl20) , (f17,pl21) , (f17,pl26) , (f17,pl27) , (f18,pl15) , (f18,pl16) , (f18,pl17) , (f18,pl22) , (f18,pl23) , (f18,pl24) , (f18,pl25) , (f19,pl6) , (f19,pl8) , (f19,pl14) , (f19,pl19) , (f19,pl22) , (f19,pl29) , (f20,pl12) , (f20,pl14) , (f20,pl17) , (f20,pl21) , (f20,pl22) , (f20,pl23) , (f20,pl25) , (f20,pl27) , (f21,pl7) , (f21,pl11) , (f21,pl20) , (f21,pl21) , (f21,pl22) , (f22,pl1) , (f22,pl4) , (f22,pl7) , (f22,pl15) , (f22,pl18) , (f22,pl24) , (f22,pl26) , (f23,pl2) , (f23,pl5) , (f23,pl12) , (f23,pl16) , (f23,pl18) , (f23,pl20) , (f23,pl29) , (f24,pl2) , (f24,pl4) , (f24,pl9) , (f24,pl11) , (f24,pl14) , (f24,pl16) , (f24,pl25) , (f24,pl30) , (f25,pl7) , (f25,pl12) , (f25,pl13) , (f25,pl17) , (f25,pl21) , (f25,pl23) , (f25,pl24) , (f25,pl25) , (f25,pl30) , (f26,pl6) , (f26,pl11) , (f26,pl13) , (f26,pl16) , (f26,pl19) , (f26,pl22) , (f26,pl30) , (f27,pl9) , (f27,pl11) , (f27,pl16) , (f27,pl20) , (f27,pl23) , (f28,pl3) , (f28,pl6) , (f28,pl12) , (f28,pl13) , (f28,pl19) , (f28,pl27) , (f29,pl5) , (f29,pl19) , (f29,pl28) , (f29,pl30) , (f30,pl7) , (f30,pl16) , (f30,pl19) , (f30,pl22) , (f30,pl28) , (f30,pl29) , (f31,pl3) , (f31,pl6) , (f31,pl8) , (f31,pl16) , (f31,pl20) , (f31,pl24) , (f31,pl25) , (f32,pl3) , (f32,pl11) , (f32,pl12) , (f32,pl13) , (f32,pl30) , (f33,pl1) , (f33,pl2) , (f33,pl7) , (f33,pl17) , (f33,pl22) , (f33,pl24) , (f34,pl3) , (f34,pl4) , (f34,pl9) , (f34,pl21) , (f34,pl22) , (f34,pl28) , (f35,pl6) , (f35,pl9) , (f35,pl10) , (f35,pl14) , (f35,pl25) , (f35,pl26) , (f36,pl3) , (f36,pl9) , (f36,pl13) , (f36,pl14) , (f36,pl17) , (f36,pl20) , (f36,pl21) , (f36,pl24) , (f36,pl28) , (f37,pl3) , (f37,pl5) , (f37,pl17) , (f37,pl19) , (f37,pl23) , (f38,pl7) , (f38,pl10) , (f38,pl19) , (f38,pl21) , (f38,pl22) , (f38,pl25) , (f38,pl26) , (f38,pl30) , (f39,pl11) , (f39,pl17) , (f39,pl23) , (f40,pl3) , (f40,pl6) , (f40,pl7) , (f40,pl8) , (f40,pl12) , (f40,pl15) , (f40,pl25) , (f40,pl30) , (f41,pl3) , (f41,pl7) , (f41,pl10) , (f41,pl14) , (f41,pl15) , (f41,pl16) , (f41,pl20) , (f41,pl25) , (f41,pl29) , (f42,pl10) , (f42,pl13) , (f42,pl15) , (f42,pl20) , (f42,pl24) , (f43,pl2) , (f43,pl3) , (f43,pl6) , (f43,pl7) , (f43,pl8) , (f43,pl12) , (f43,pl13) , (f43,pl14) , (f43,pl16) , (f43,pl20) , (f43,pl25) , (f44,pl1) , (f44,pl3) , (f44,pl4) , (f44,pl8) , (f44,pl15) , (f44,pl18) , (f44,pl22) , (f44,pl23) , (f44,pl24) , (f44,pl25) , (f44,pl29) , (f45,pl1) , (f45,pl3) , (f45,pl14) , (f45,pl16) , (f45,pl26) , (f46,pl16) , (f46,pl23) , (f46,pl24) , (f47,pl8) , (f47,pl19) , (f47,pl21) , (f47,pl22) , (f47,pl24) , (f48,pl1) , (f48,pl18) , (f48,pl28) , (f49,pl7) , (f49,pl13) , (f49,pl23) , (f50,pl5) , (f50,pl9) , (f50,pl23) , (f50,pl25) , (f50,pl27) , (f51,pl6) , (f51,pl8) , (f51,pl17) , (f51,pl20) , (f51,pl21) , (f51,pl22) , (f51,pl27) , (f52,pl2) , (f52,pl5) , (f52,pl6) , (f52,pl16) , (f52,pl19) , (f52,pl23) , (f52,pl26) , (f52,pl27) , (f53,pl9) , (f53,pl18) , (f54,pl2) , (f54,pl4) , (f54,pl8) , (f54,pl13) , (f54,pl14) , (f54,pl20) , (f54,pl21) , (f54,pl22) , (f55,pl11) , (f55,pl15) , (f55,pl16) , (f55,pl21) , (f55,pl23) , (f55,pl27) , (f56,pl2) , (f56,pl3) , (f56,pl7) , (f56,pl8) , (f56,pl19) , (f56,pl26) , (f57,pl4) , (f57,pl6) , (f57,pl13) , (f57,pl14) , (f57,pl15) , (f57,pl20) , (f57,pl26) , (f57,pl27) , (f58,pl6) , (f58,pl9) , (f58,pl19) , (f58,pl20) , (f58,pl23) , (f58,pl28) , (f58,pl29) , (f59,pl1) , (f59,pl7) , (f59,pl19) , (f59,pl20) , (f59,pl27) , (f60,pl1) , (f60,pl8) , (f60,pl9) , (f60,pl14) , (f60,pl16) , (f60,pl19) , (f60,pl22) , (f60,pl23) , (f60,pl26)  ;

 set OUTPOOLARCS := (pl1,B1) , (pl1,B3) , (pl1,B4) , (pl1,B5) , (pl1,B10) , (pl1,B18) , (pl1,B21) , (pl1,B25) , (pl1,B26) , (pl1,B27) , (pl1,B36) , (pl2,B14) , (pl2,B15) , (pl2,B18) , (pl2,B19) , (pl2,B20) , (pl2,B24) , (pl2,B27) , (pl2,B33) , (pl2,B38) , (pl3,B14) , (pl3,B19) , (pl3,B29) , (pl3,B36) , (pl4,B5) , (pl4,B10) , (pl4,B11) , (pl4,B12) , (pl4,B16) , (pl4,B22) , (pl4,B30) , (pl4,B32) , (pl4,B36) , (pl5,B3) , (pl5,B6) , (pl5,B11) , (pl5,B15) , (pl5,B16) , (pl5,B21) , (pl5,B23) , (pl5,B25) , (pl5,B28) , (pl5,B32) , (pl6,B1) , (pl6,B9) , (pl6,B17) , (pl6,B29) , (pl6,B39) , (pl7,B3) , (pl7,B15) , (pl7,B29) , (pl7,B32) , (pl8,B7) , (pl8,B8) , (pl8,B9) , (pl8,B10) , (pl8,B20) , (pl8,B23) , (pl8,B25) , (pl8,B31) , (pl8,B34) , (pl8,B35) , (pl8,B37) , (pl8,B39) , (pl8,B40) , (pl9,B4) , (pl9,B7) , (pl9,B9) , (pl9,B24) , (pl9,B36) , (pl9,B39) , (pl10,B10) , (pl10,B14) , (pl10,B15) , (pl10,B16) , (pl10,B17) , (pl10,B18) , (pl10,B20) , (pl10,B30) , (pl10,B31) , (pl10,B35) , (pl11,B4) , (pl11,B9) , (pl11,B16) , (pl11,B18) , (pl11,B23) , (pl11,B32) , (pl11,B34) , (pl11,B36) , (pl12,B15) , (pl12,B20) , (pl12,B21) , (pl12,B23) , (pl12,B29) , (pl12,B30) , (pl12,B31) , (pl12,B36) , (pl12,B38) , (pl12,B40) , (pl13,B4) , (pl13,B6) , (pl13,B12) , (pl13,B13) , (pl13,B16) , (pl13,B17) , (pl13,B31) , (pl14,B5) , (pl14,B7) , (pl14,B9) , (pl14,B11) , (pl14,B15) , (pl14,B25) , (pl14,B27) , (pl14,B30) , (pl14,B31) , (pl14,B35) , (pl14,B38) , (pl14,B39) , (pl15,B6) , (pl15,B7) , (pl15,B10) , (pl15,B13) , (pl15,B15) , (pl15,B17) , (pl15,B22) , (pl15,B24) , (pl15,B34) , (pl16,B4) , (pl16,B7) , (pl16,B9) , (pl16,B22) , (pl16,B31) , (pl16,B38) , (pl16,B39) , (pl17,B6) , (pl17,B9) , (pl17,B14) , (pl17,B20) , (pl18,B2) , (pl18,B5) , (pl18,B15) , (pl18,B21) , (pl18,B29) , (pl18,B35) , (pl18,B40) , (pl19,B1) , (pl19,B12) , (pl19,B15) , (pl19,B27) , (pl20,B6) , (pl20,B7) , (pl20,B10) , (pl20,B16) , (pl20,B20) , (pl20,B27) , (pl20,B30) , (pl20,B37) , (pl20,B39) , (pl21,B1) , (pl21,B5) , (pl21,B7) , (pl21,B9) , (pl21,B13) , (pl21,B29) , (pl21,B32) , (pl21,B34) , (pl21,B35) , (pl22,B2) , (pl22,B12) , (pl22,B17) , (pl22,B19) , (pl22,B20) , (pl22,B21) , (pl22,B26) , (pl22,B37) , (pl22,B40) , (pl23,B1) , (pl23,B12) , (pl23,B16) , (pl23,B17) , (pl23,B19) , (pl23,B27) , (pl23,B30) , (pl23,B31) , (pl23,B33) , (pl23,B38) , (pl24,B4) , (pl24,B9) , (pl24,B22) , (pl24,B30) , (pl24,B37) , (pl24,B39) , (pl24,B40) , (pl25,B8) , (pl25,B11) , (pl25,B26) , (pl25,B35) , (pl25,B39) , (pl26,B5) , (pl26,B8) , (pl26,B12) , (pl26,B13) , (pl26,B14) , (pl26,B17) , (pl26,B25) , (pl26,B30) , (pl27,B6) , (pl27,B9) , (pl27,B15) , (pl27,B17) , (pl27,B28) , (pl27,B32) , (pl27,B36) , (pl27,B37) , (pl28,B7) , (pl28,B13) , (pl28,B14) , (pl28,B23) , (pl28,B24) , (pl28,B27) , (pl28,B38) , (pl29,B3) , (pl29,B18) , (pl29,B21) , (pl29,B25) , (pl29,B29) , (pl29,B33) , (pl29,B35) , (pl30,B12) , (pl30,B20) , (pl30,B29) , (pl30,B32) , (pl30,B35) , (pl30,B36)  ;

 set OUTPOOLARCS := (f1,B15) , (f1,B38) , (f1,B39) , (f2,B2) , (f2,B4) , (f2,B21) , (f2,B34) , (f3,B4) , (f3,B13) , (f4,B5) , (f4,B9) , (f4,B22) , (f4,B28) , (f5,B4) , (f5,B37) , (f6,B11) , (f6,B37) , (f7,B10) , (f7,B25) , (f7,B35) , (f7,B36) , (f8,B10) , (f8,B18) , (f8,B24) , (f9,B2) , (f9,B15) , (f9,B36) , (f10,B2) , (f10,B20) , (f10,B23) , (f10,B30) , (f11,B3) , (f11,B5) , (f11,B9) , (f11,B20) , (f12,B15) , (f12,B19) , (f13,B3) , (f13,B8) , (f13,B9) , (f13,B16) , (f13,B27) , (f14,B1) , (f14,B13) , (f14,B33) , (f14,B39) , (f14,B40) , (f15,B8) , (f15,B16) , (f16,B4) , (f16,B6) , (f16,B13) , (f16,B16) , (f16,B19) , (f16,B26) , (f16,B40) , (f17,B7) , (f17,B10) , (f17,B33) , (f17,B40) , (f18,B37) , (f19,B1) , (f19,B6) , (f19,B25) , (f19,B34) , (f19,B35) , (f19,B37) , (f20,B3) , (f20,B8) , (f20,B15) , (f20,B36) , (f20,B40) , (f21,B6) , (f21,B13) , (f21,B30) , (f22,B10) , (f22,B20) , (f22,B26) , (f22,B34) , (f22,B40) , (f23,B19) , (f24,B29) , (f25,B21) , (f25,B31) , (f26,B1) , (f26,B17) , (f26,B26) , (f27,B13) , (f27,B21) , (f27,B26) , (f27,B37) , (f28,B9) , (f28,B16) , (f28,B18) , (f29,B1) , (f29,B5) , (f29,B10) , (f29,B14) , (f29,B23) , (f30,B9) , (f30,B19) , (f30,B26) , (f30,B30) , (f30,B35) , (f31,B27) , (f31,B32) , (f32,B11) , (f32,B15) , (f32,B22) , (f33,B1) , (f33,B4) , (f33,B17) , (f33,B18) , (f33,B20) , (f33,B25) , (f33,B27) , (f33,B40) , (f35,B3) , (f35,B10) , (f35,B12) , (f35,B20) , (f35,B39) , (f36,B6) , (f36,B7) , (f36,B9) , (f36,B20) , (f36,B29) , (f37,B3) , (f37,B15) , (f37,B21) , (f38,B24) , (f38,B26) , (f38,B39) , (f39,B3) , (f39,B6) , (f39,B12) , (f39,B25) , (f39,B30) , (f39,B35) , (f39,B37) , (f40,B9) , (f40,B12) , (f41,B11) , (f41,B12) , (f41,B14) , (f41,B16) , (f41,B18) , (f41,B22) , (f41,B23) , (f41,B34) , (f42,B7) , (f42,B27) , (f42,B30) , (f42,B38) , (f42,B40) , (f43,B4) , (f43,B5) , (f43,B16) , (f44,B5) , (f44,B8) , (f44,B9) , (f44,B21) , (f44,B30) , (f46,B10) , (f46,B17) , (f46,B29) , (f46,B40) , (f47,B9) , (f47,B14) , (f47,B28) , (f47,B29) , (f48,B15) , (f48,B28) , (f50,B1) , (f50,B2) , (f50,B5) , (f50,B9) , (f50,B34) , (f51,B31) , (f51,B36) , (f52,B7) , (f52,B27) , (f52,B34) , (f53,B21) , (f53,B28) , (f53,B29) , (f54,B22) , (f54,B33) , (f55,B10) , (f55,B18) , (f55,B19) , (f55,B29) , (f55,B39) , (f55,B40) , (f56,B14) , (f56,B17) , (f56,B19) , (f56,B27) , (f56,B28) , (f56,B33) , (f57,B17) , (f57,B21) , (f57,B26) , (f58,B20) , (f58,B21) , (f58,B28) , (f59,B4) , (f59,B12) , (f59,B32) , (f59,B37) , (f60,B2) , (f60,B6) , (f60,B23) , (f60,B29) , (f60,B36)  ;

param              speclevel:
      sp1     sp2     sp3     sp4     sp5     sp6     sp7     sp8     sp9     sp10    sp11    sp12    sp13    sp14    sp15    sp16    sp17    sp18    sp19    sp20    :=
f1   70.86   79.69   69.88   70.28   44.57   52.14   12.48   56.08   48.27   46.27   77.24   76.56   18.66   43.58   5.40    48.64   61.71   37.60   23.91   11.28
f2   29.07   61.59   11.52   69.82   6.30    29.57   59.14   51.41   59.12   54.02   40.44   45.78   28.41   32.24   53.21   66.86   6.46    33.52   44.50   22.19
f3   7.82    5.09    18.16   61.57   18.44   2.82    0.28    27.66   20.97   1.83    3.53    76.06   54.29   28.32   56.67   46.64   59.23   1.10    40.13   21.07
f4   44.49   16.77   36.27   51.20   76.71   2.26    65.60   62.27   3.96    53.99   54.43   23.23   74.81   70.43   19.49   9.42    34.99   50.66   69.66   2.79
f5   76.20   62.44   1.11    79.01   47.57   69.23   41.78   25.51   58.93   75.64   22.28   37.54   68.85   77.13   48.62   1.29    51.51   33.82   58.01   53.49
f6   49.91   65.64   79.59   58.46   72.81   19.82   41.62   29.03   67.54   9.53    43.97   72.19   36.17   61.85   6.76    28.29   80.00   22.05   44.36   52.67
f7   4.70    40.67   27.59   27.32   50.19   40.76   50.07   68.20   5.47    7.26    29.03   21.40   55.99   23.57   42.96   60.18   62.78   5.88    52.74   18.74
f8   46.90   20.92   17.57   31.59   76.59   4.85    10.49   25.06   17.68   58.46   59.96   57.20   49.64   27.39   14.96   62.09   33.88   36.45   24.40   13.64
f9   37.33   47.74   49.19   43.48   0.53    65.33   74.02   59.03   57.55   32.48   59.29   74.78   34.90   53.72   31.80   66.46   12.58   24.80   51.12   10.10
f10  25.37   23.73   60.05   72.64   43.49   69.52   40.10   6.05    72.84   29.74   51.68   22.47   17.68   59.10   64.44   4.30    17.85   60.78   33.55   71.97
f11  3.01    6.11    45.36   27.45   75.43   72.90   52.12   56.99   7.62    55.18   64.17   8.25    51.60   6.71    73.83   41.48   2.07    17.42   24.46   70.98
f12  19.41   16.61   67.41   9.06    51.21   23.01   78.55   63.87   49.25   12.20   42.56   73.18   65.77   2.68    21.15   65.14   56.97   28.43   39.27   15.95
f13  39.21   46.37   48.93   30.58   15.39   20.14   14.26   42.40   23.21   7.44    53.26   79.22   68.64   57.73   55.77   76.58   35.61   63.47   34.66   3.75
f14  55.43   64.80   55.31   7.72    67.40   69.55   60.57   6.19    26.72   24.60   74.54   19.26   0.96    47.78   34.45   74.51   14.53   31.22   8.01    20.33
f15  9.32    6.65    42.60   34.41   13.20   32.79   76.86   8.97    36.97   76.57   75.92   51.02   30.60   7.43    36.29   48.04   25.27   2.88    47.79   58.56
f16  36.35   69.58   19.07   69.49   1.30    35.32   44.75   21.61   35.43   62.59   69.58   19.42   36.44   72.85   15.57   40.03   49.92   35.29   8.05    75.84
f17  1.76    5.58    25.12   20.03   18.07   63.66   61.40   13.24   79.90   20.34   53.00   67.21   39.20   5.36    27.19   12.08   18.77   4.14    22.94   33.25
f18  4.47    3.51    39.39   78.65   49.94   9.93    67.48   5.78    57.76   7.64    79.42   70.09   45.40   1.41    43.41   11.96   7.44    53.21   63.06   71.23
f19  8.93    49.05   17.08   9.49    39.14   57.94   33.93   24.39   73.82   46.70   74.52   44.16   61.02   51.43   66.05   70.43   46.70   58.49   60.10   61.74
f20  27.44   16.45   3.15    58.41   77.36   28.30   28.08   72.23   73.33   3.61    59.44   43.60   47.57   68.96   65.41   18.12   50.92   47.88   16.43   37.61
f21  77.22   56.14   29.69   73.63   51.92   63.85   72.53   1.88    63.94   21.81   45.04   40.41   2.62    8.28    17.12   4.55    2.82    74.86   29.44   45.69
f22  75.72   12.23   27.81   73.40   15.72   31.39   50.78   52.18   72.15   21.12   29.56   51.44   34.99   55.01   44.71   34.68   47.61   20.46   6.57    18.98
f23  14.50   67.14   16.11   66.48   52.61   45.64   42.48   65.38   60.91   50.42   46.71   69.61   1.76    38.60   21.84   55.68   71.55   33.01   45.25   55.76
f24  26.79   20.16   55.52   21.58   9.97    69.23   42.35   40.92   79.71   35.68   35.02   73.55   48.80   42.23   70.76   54.46   76.65   23.24   35.27   79.89
f25  59.53   46.71   42.97   64.53   29.26   67.07   13.03   30.83   11.72   65.04   61.22   4.52    40.20   75.48   27.52   0.05    39.81   67.45   31.42   51.35
f26  20.32   41.39   2.29    12.99   43.31   67.30   60.68   74.13   39.78   24.69   52.18   50.82   26.68   44.83   59.25   22.88   31.65   39.74   56.23   60.80
f27  38.12   17.84   1.38    40.02   45.83   57.40   67.53   8.35    51.71   5.63    65.31   12.84   42.72   60.10   32.89   52.89   15.53   42.19   51.27   23.72
f28  40.26   79.39   70.29   59.23   78.39   67.49   67.58   15.44   4.54    79.72   19.12   28.02   71.16   60.75   37.92   11.87   43.36   68.10   18.09   3.33
f29  53.56   17.06   39.60   60.49   23.74   68.31   77.97   72.38   65.63   28.92   30.39   11.08   8.51    79.77   0.94    51.86   23.22   16.71   3.17    35.59
f30  13.83   4.74    35.86   37.26   49.68   77.30   20.65   67.67   8.49    54.05   68.20   56.00   1.70    67.55   8.81    15.84   7.67    50.29   45.99   12.38
f31  44.62   29.50   26.00   42.43   37.70   58.90   17.63   21.28   23.28   36.62   15.64   41.36   25.40   11.00   44.75   20.21   57.37   35.64   34.23   10.85
f32  54.23   38.72   33.20   63.10   25.31   76.02   22.10   62.81   11.67   42.12   77.41   56.59   28.99   79.09   32.94   19.13   25.82   68.31   37.97   58.82
f33  31.88   1.77    19.28   75.39   56.37   7.39    49.95   22.92   75.78   54.43   64.55   26.19   3.84    55.65   48.84   71.43   7.22    60.38   78.13   1.50
f34  12.87   46.00   43.41   75.33   42.10   54.45   28.79   2.11    29.34   16.22   79.69   0.43    47.66   10.63   22.44   22.52   47.87   40.00   27.31   16.02
f35  43.88   43.86   13.98   13.24   15.20   61.73   79.29   55.07   1.45    28.73   78.89   79.80   76.88   14.99   68.80   52.20   21.93   37.72   38.76   64.25
f36  8.46    66.00   10.80   65.22   25.36   4.42    75.89   5.41    59.42   6.96    74.14   67.80   24.15   2.17    25.89   47.57   56.89   30.89   39.26   65.38
f37  7.15    55.89   62.69   2.80    28.00   27.96   38.83   13.49   75.56   75.51   49.60   10.42   43.89   35.01   13.67   46.88   43.07   71.35   40.34   17.77
f38  24.89   63.56   43.25   40.02   35.35   47.30   38.09   9.74    35.71   28.07   10.22   73.82   19.23   25.14   36.14   0.02    60.89   54.85   50.18   60.49
f39  20.06   13.28   52.69   45.46   25.19   73.70   43.27   57.90   46.16   35.99   12.95   35.57   69.95   77.72   60.82   46.63   71.69   64.03   45.40   22.19
f40  55.85   63.48   30.59   27.56   75.45   35.45   5.21    70.46   13.87   72.35   5.94    64.57   10.12   5.07    16.08   29.93   50.70   25.08   79.46   66.63
f41  7.63    54.15   12.92   5.92    71.13   15.72   48.52   35.26   28.68   46.30   71.25   53.85   49.54   7.22    60.13   77.94   20.20   73.85   5.38    5.44
f42  63.75   9.77    74.73   25.04   52.06   58.50   65.64   3.64    59.01   64.43   13.32   27.09   65.14   12.92   6.17    73.90   16.47   18.33   49.56   51.47
f43  55.50   54.86   48.38   12.62   19.36   4.16    78.22   61.71   64.69   33.22   10.84   69.28   2.19    45.29   53.80   9.88    44.51   15.12   35.26   17.02
f44  12.02   19.38   7.56    1.64    34.57   16.10   69.07   47.07   7.68    47.15   38.90   25.90   13.94   70.34   48.55   45.65   52.04   69.16   36.38   35.10
f45  23.81   35.36   2.68    57.77   13.75   12.49   76.25   39.26   65.67   6.04    26.15   30.34   29.49   50.29   10.97   76.47   20.06   74.96   11.19   57.88
f46  23.88   21.34   57.47   4.21    3.89    21.48   21.36   47.43   63.82   22.62   24.68   60.69   69.54   59.36   76.31   54.47   35.33   37.22   62.27   31.87
f47  67.02   62.93   15.14   0.65    35.26   10.93   66.96   29.85   0.75    4.22    17.19   63.90   46.89   4.63    70.44   59.78   75.41   28.78   42.11   15.66
f48  37.42   46.28   52.39   7.10    0.87    35.29   67.73   44.80   57.27   44.80   34.50   14.03   53.75   44.23   72.11   36.63   74.96   9.46    16.15   73.27
f49  34.01   43.42   27.70   65.77   28.15   2.63    69.62   9.26    47.39   23.42   68.72   15.04   70.57   59.45   42.53   41.52   30.34   43.23   19.07   27.98
f50  46.06   17.43   57.38   71.71   71.58   76.79   26.40   21.20   65.27   49.77   73.02   65.31   75.18   3.61    59.30   43.07   57.09   50.48   59.84   10.96
f51  32.65   61.51   47.72   28.68   36.03   35.39   0.58    14.98   7.09    17.55   3.01    26.71   8.47    2.06    0.62    5.24    40.28   32.75   62.37   21.94
f52  54.82   73.09   76.62   38.36   14.01   19.29   63.58   47.93   51.15   70.83   49.44   6.01    29.79   13.63   9.32    57.55   13.24   18.14   77.24   20.51
f53  76.55   36.58   66.42   34.78   77.38   68.45   46.71   6.90    33.70   1.71    43.97   9.33    76.58   39.93   15.36   78.19   47.51   65.73   5.20    16.48
f54  47.36   22.05   4.82    42.35   61.43   29.70   31.50   27.57   11.56   39.60   5.21    4.07    16.59   37.53   12.93   22.38   19.09   17.61   62.50   1.35
